month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2024-10,000000000,Lisa,Dixon,Psychiatry,AL,AL01,South,C,0,Medicare,Government,150,6,2,6,1828.13,0.333,0.596
2024-10,000000001,Meghan,Erickson,Internal Medicine,AL,AL01,South,C,0,Commercial,Commercial,200,0,0,0,0.0,0.0,0.79
2024-10,000000002,Claudia,Garza,Neurology,AL,AL01,South,C,0,Commercial,Commercial,100,10,3,10,4455.05,0.3,0.582
2024-10,000000003,Richard,Murphy,Psychiatry,AL,AL01,South,B,1,Medicare,Government,150,19,7,19,6739.57,0.368,0.616
2024-10,000000004,Dr.,Murray,Neurology,AL,AL01,South,C,0,Commercial,Commercial,200,11,3,22,7671.53,0.273,0.807
2024-10,000000005,Katherine,Haas,Psychiatry,AL,AL01,South,A,1,Managed Medicaid,Government,200,31,11,31,10128.42,0.355,0.602
2024-10,000000006,Ronald,Mendez,Neurology,AL,AL01,South,B,1,Managed Medicaid,Government,150,27,9,54,25394.58,0.333,0.657
2024-10,000000007,Richard,Jr.,Psychiatry,AL,AL01,South,A,1,Commercial,Commercial,100,12,5,12,5733.31,0.417,0.803
2024-10,000000008,David,Wells,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,150,0,0,0,0.0,0.0,0.656
2024-10,000000009,Bradley,Palmer,Psychiatry,AL,AL01,South,B,1,Commercial,Commercial,100,24,7,48,14924.25,0.292,0.717
2024-10,000000010,Christopher,Martinez,Neurology,AL,AL01,South,B,1,Medicare,Government,100,25,10,50,18377.39,0.4,0.596
2024-10,000000011,Taylor,Contreras,Internal Medicine,AL,AL01,South,A,1,Commercial,Commercial,200,7,3,14,5086.79,0.429,0.644
2024-10,000000012,Kimberly,Flowers,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,200,0,0,0,0.0,0.0,0.556
