month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2023-10,000000000,Bryan,Sullivan,Internal Medicine,AL,AL01,South,C,0,Commercial,Commercial,100,6,2,6,2406.45,0.333,0.758
2023-10,000000001,James,Reynolds,Neurology,AL,AL01,South,C,0,Commercial,Commercial,200,8,3,16,4458.21,0.375,0.66
2023-10,000000002,Angela,Brooks,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,200,11,4,11,2492.89,0.364,0.812
2023-10,000000003,Paul,Dunlap,Neurology,AL,AL01,South,B,1,Commercial,Commercial,100,28,14,56,20123.85,0.5,0.75
2023-10,000000004,Roberto,Munoz,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,200,7,3,14,3228.26,0.429,0.832
2023-10,000000005,Pam,Woodard,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,100,27,12,54,20987.45,0.444,0.714
2023-10,000000006,Darren,Dean,Neurology,AL,AL01,South,B,1,Medicare,Government,100,26,7,52,17804.3,0.269,0.689
2023-10,000000007,Robin,Garrett,Psychiatry,AL,AL01,South,C,0,Medicare,Government,200,11,3,11,5236.04,0.273,0.764
2023-10,000000008,Melinda,Tucker,Neurology,AL,AL01,South,A,1,Commercial,Commercial,150,27,13,27,8253.28,0.481,0.516
2023-10,000000009,Nancy,Alvarez,Psychiatry,AL,AL01,South,B,1,Medicare,Government,100,19,7,38,14013.82,0.368,0.845
2023-10,000000010,Robert,Brown,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,100,15,5,15,6198.38,0.333,0.82
2023-10,000000011,Colleen,Johnson,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,150,9,2,9,2093.06,0.222,0.76
2023-10,000000012,Kimberly,Anderson,Psychiatry,AL,AL01,South,A,1,Commercial,Commercial,150,28,13,56,17277.87,0.464,0.806
2023-10,000000013,Andrea,Smith,Psychiatry,AL,AL01,South,A,1,Commercial,Commercial,100,22,7,22,7201.55,0.318,0.705
2023-10,000000014,Donna,Molina,Internal Medicine,AL,AL01,South,A,1,Commercial,Commercial,200,24,12,24,8858.14,0.5,0.569
2023-10,000000015,Vanessa,Cantrell,Psychiatry,AL,AL01,South,B,1,Medicare,Government,100,19,8,38,17956.78,0.421,0.721
2023-10,000000016,Scott,Meza,Psychiatry,AL,AL01,South,A,1,Medicare,Government,100,16,8,16,5697.33,0.5,0.771
2023-10,000000017,Mark,Crosby,Psychiatry,AL,AL01,South,B,1,Medicare,Government,150,21,6,21,5896.46,0.286,0.607
2023-10,000000018,Brooke,Schneider,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,150,26,14,52,12885.06,0.538,0.662
2023-10,000000019,Troy,Shelton,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,200,19,8,19,8673.48,0.421,0.63
2023-10,000000020,Sherry,Jones,Psychiatry,AL,AL01,South,A,1,Medicaid,Government,100,13,3,26,6550.5,0.231,0.534
2023-10,000000021,Lisa,Jones,Neurology,AL,AL01,South,B,1,Medicare,Government,200,29,8,58,20924.83,0.276,0.712
2023-10,000000022,Lauren,Robinson,Psychiatry,AL,AL01,South,C,0,Managed Medicaid,Government,150,0,0,0,0.0,0.0,0.592
2023-10,000000023,Cody,Thornton,Neurology,AL,AL01,South,A,1,Managed Medicaid,Government,100,24,7,48,13261.4,0.292,0.795
2023-10,000000024,Margaret,Jackson,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,100,18,7,18,6474.9,0.389,0.583
2023-10,000000025,Jason,Wilkins,Neurology,AL,AL01,South,A,1,Commercial,Commercial,100,42,14,84,18815.25,0.333,0.846
2023-10,000000026,Hunter,Brown,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,200,6,2,6,2311.48,0.333,0.604
2023-10,000000027,Ashlee,Smith,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,150,29,12,58,20061.48,0.414,0.684
2023-10,000000028,Tony,Mcdaniel,Psychiatry,AL,AL01,South,B,1,Medicare,Government,200,24,9,48,14133.62,0.375,0.585
2023-10,000000029,Joseph,Cruz,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,200,1,0,2,699.3,0.0,0.668
2023-10,010000000,Gloria,Anderson,Psychiatry,AK,AK01,West,B,1,Medicaid,Government,150,21,11,42,14695.03,0.524,0.697
2023-10,010000001,Emily,Sanders,Internal Medicine,AK,AK01,West,A,1,Medicaid,Government,100,19,4,19,7015.63,0.211,0.809
2023-10,010000002,Jason,Wang,Internal Medicine,AK,AK01,West,B,1,Medicaid,Government,100,29,12,58,25280.49,0.414,0.57
2023-10,010000003,Michael,Brown,Psychiatry,AK,AK01,West,B,1,Medicare,Government,200,33,10,66,29510.83,0.303,0.574
2023-10,010000004,Michelle,Phillips,Internal Medicine,AK,AK01,West,A,1,Managed Medicaid,Government,200,20,5,20,8784.05,0.25,0.53
2023-10,010000005,Dylan,Vazquez,Neurology,AK,AK01,West,A,1,Medicaid,Government,200,13,3,26,10006.32,0.231,0.809
