month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2023-08,000000000,Bryan,Castillo,Psychiatry,AL,AL01,South,C,0,Medicare,Government,150,2,0,2,609.38,0.0,0.596
2023-08,000000001,Marisa,Garcia,Internal Medicine,AL,AL01,South,C,0,Commercial,Commercial,200,0,0,0,0.0,0.0,0.79
2023-08,000000002,Mrs.,Lopez,Neurology,AL,AL01,South,C,0,Commercial,Commercial,100,5,1,5,2227.52,0.2,0.582
2023-08,000000003,William,Zhang,Psychiatry,AL,AL01,South,B,1,Medicare,Government,150,9,3,9,3192.43,0.333,0.616
2023-08,000000004,Alexandra,Jackson,Neurology,AL,AL01,South,C,0,Commercial,Commercial,200,5,1,10,3487.06,0.2,0.807
2023-08,000000005,Richard,Perez,Psychiatry,AL,AL01,South,A,1,Managed Medicaid,Government,200,14,5,14,4574.12,0.357,0.602
2023-08,000000006,Eric,King,Neurology,AL,AL01,South,B,1,Managed Medicaid,Government,150,13,4,26,12227.02,0.308,0.657
2023-08,000000007,Rhonda,Myers,Psychiatry,AL,AL01,South,A,1,Commercial,Commercial,100,5,2,5,2388.88,0.4,0.803
2023-08,000000008,Carol,Wright,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,150,0,0,0,0.0,0.0,0.656
2023-08,000000009,Danielle,Carlson,Psychiatry,AL,AL01,South,B,1,Commercial,Commercial,100,11,3,22,6840.28,0.273,0.717
2023-08,000000010,Shelby,Anderson,Neurology,AL,AL01,South,B,1,Medicare,Government,100,11,4,22,8086.05,0.364,0.596
2023-08,000000011,Caitlyn,Nelson,Internal Medicine,AL,AL01,South,A,1,Commercial,Commercial,200,3,1,6,2180.05,0.333,0.644
2023-08,000000012,Maria,Mendez,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,200,0,0,0,0.0,0.0,0.556
2023-08,000000013,Kayla,Thomas,Internal Medicine,AL,AL01,South,B,1,Medicaid,Government,200,7,3,7,3068.3,0.429,0.753
2023-08,000000014,Christopher,Ford,Psychiatry,AL,AL01,South,B,1,Commercial,Commercial,100,14,7,14,3197.76,0.5,0.683
2023-08,000000015,Anna,Orozco,Neurology,AL,AL01,South,C,0,Commercial,Commercial,100,1,0,1,449.12,0.0,0.761
2023-08,000000016,Ellen,Perez,Internal Medicine,AL,AL01,South,A,1,Managed Medicaid,Government,100,12,5,24,11412.79,0.417,0.537
2023-08,000000017,Heidi,Smith,Psychiatry,AL,AL01,South,C,0,Medicaid,Government,200,6,3,12,3002.37,0.5,0.732
2023-08,000000018,Melanie,Riley,Neurology,AL,AL01,South,C,0,Commercial,Commercial,100,1,0,2,461.04,0.0,0.655
2023-08,000000019,Pamela,Smith,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,200,3,0,3,1102.49,0.0,0.824
2023-08,000000020,Kimberly,Smith,Psychiatry,AL,AL01,South,A,1,Medicare,Government,200,12,4,24,10385.52,0.333,0.539
2023-08,000000021,Matthew,Higgins,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,200,0,0,0,0.0,0.0,0.781
