month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2025-05,000000000,Donald,Scott,Internal Medicine,AL,AL01,South,B,1,Medicaid,Government,200,23,11,23,9138.68,0.478,0.653
2025-05,000000001,Tina,Perkins,Psychiatry,AL,AL01,South,B,1,Commercial,Commercial,150,8,2,16,3656.51,0.25,0.785
2025-05,000000002,Sheila,Lawson,Internal Medicine,AL,AL01,South,A,1,Medicaid,Government,150,17,5,17,6840.95,0.294,0.805
2025-05,000000003,Mary,Shah,Internal Medicine,AL,AL01,South,A,1,Commercial,Commercial,100,27,12,27,11506.6,0.444,0.735
2025-05,000000004,Chad,Hernandez,Neurology,AL,AL01,South,B,1,Managed Medicaid,Government,150,20,5,40,13021.83,0.25,0.613
2025-05,000000005,Laura,Herring,Neurology,AL,AL01,South,A,1,Medicare,Government,100,15,5,15,4383.09,0.333,0.72
2025-05,000000006,Tara,Kennedy,Neurology,AL,AL01,South,A,1,Managed Medicaid,Government,200,26,9,52,14431.36,0.346,0.578
2025-05,000000007,Tiffany,Brown,Psychiatry,AL,AL01,South,C,0,Managed Medicaid,Government,100,18,6,36,13069.4,0.333,0.504
2025-05,000000008,Travis,Allen,Neurology,AL,AL01,South,A,1,Medicaid,Government,200,18,9,18,8422.71,0.5,0.659
2025-05,000000009,Jonathon,Warner,Psychiatry,AL,AL01,South,A,1,Medicaid,Government,150,11,5,22,9743.51,0.455,0.765
2025-05,000000010,Katie,Castro,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,150,6,2,12,3676.62,0.333,0.63
2025-05,000000011,Jason,Wyatt,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,100,24,11,24,8028.52,0.458,0.848
2025-05,000000012,Donald,Lang,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,150,5,2,5,1573.42,0.4,0.835
2025-05,000000013,Dennis,Miller,Neurology,AL,AL01,South,B,1,Commercial,Commercial,200,9,4,18,6447.9,0.444,0.811
2025-05,000000014,Elizabeth,Sanchez,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,100,23,7,23,7115.16,0.304,0.736
2025-05,000000015,Dr.,Donaldson,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,200,2,0,2,925.04,0.0,0.611
2025-05,000000016,Xavier,Hawkins,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,150,4,2,4,1206.19,0.5,0.509
2025-05,000000017,William,Bailey,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,150,0,0,0,0.0,0.0,0.531
2025-05,000000018,Cory,Smith,Neurology,AL,AL01,South,B,1,Medicare,Government,100,7,2,7,2403.81,0.286,0.682
2025-05,000000019,Nicole,Williams,Neurology,AL,AL01,South,B,1,Medicaid,Government,100,13,4,13,4395.68,0.308,0.569
2025-05,000000020,Lawrence,Wagner,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,200,17,6,17,6499.9,0.353,0.672
2025-05,000000021,Daniel,Perez,Neurology,AL,AL01,South,A,1,Commercial,Commercial,100,17,6,34,11165.19,0.353,0.531
2025-05,000000022,Victoria,Cervantes,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,100,15,4,30,7759.84,0.267,0.745
2025-05,000000023,Tammy,Allen,Internal Medicine,AL,AL01,South,B,1,Medicaid,Government,100,14,5,14,3544.12,0.357,0.736
2025-05,000000024,Patricia,Jackson,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,200,25,8,25,11871.46,0.32,0.501
2025-05,000000025,David,Moore,Internal Medicine,AL,AL01,South,C,0,Commercial,Commercial,100,7,2,14,3343.18,0.286,0.695
2025-05,000000026,Michael,Suarez,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,100,29,8,58,24342.26,0.276,0.832
2025-05,000000027,Mr.,Chavez,Neurology,AL,AL01,South,C,0,Commercial,Commercial,100,6,2,12,4247.82,0.333,0.671
2025-05,000000028,Jessica,Joyce,Neurology,AL,AL01,South,A,1,Commercial,Commercial,200,9,4,9,3199.6,0.444,0.506
2025-05,000000029,Maurice,Freeman,Neurology,AL,AL01,South,C,0,Commercial,Commercial,150,5,2,5,1810.46,0.4,0.594
2025-05,010000000,Edward,Lopez,Psychiatry,AK,AK01,West,A,1,Medicare,Government,200,7,2,7,2158.65,0.286,0.512
2025-05,010000001,Erin,Escobar,Neurology,AK,AK01,West,A,1,Commercial,Commercial,150,13,3,26,12351.08,0.231,0.749
2025-05,010000002,Joseph,Cox,Internal Medicine,AK,AK01,West,C,0,Managed Medicaid,Government,200,5,1,5,1925.19,0.2,0.837
2025-05,010000003,Maureen,Santos,Psychiatry,AK,AK01,West,A,1,Commercial,Commercial,150,19,8,38,13975.75,0.421,0.646
2025-05,010000004,Joseph,Cox,Psychiatry,AK,AK01,West,C,0,Commercial,Commercial,100,11,5,22,10020.7,0.455,0.837
2025-05,010000005,Leah,Hunt,Internal Medicine,AK,AK01,West,B,1,Medicaid,Government,200,22,8,22,5692.47,0.364,0.74
2025-05,010000006,Miss,DDS,Neurology,AK,AK01,West,B,1,Medicaid,Government,150,28,11,28,6535.46,0.393,0.786
2025-05,010000007,Michael,Weiss,Internal Medicine,AK,AK01,West,C,0,Medicare,Government,200,11,4,22,8265.24,0.364,0.797
2025-05,010000008,Michael,Smith,Internal Medicine,AK,AK01,West,A,1,Medicaid,Government,100,24,10,24,6678.33,0.417,0.753
2025-05,010000009,Shelly,Hardy,Internal Medicine,AK,AK01,West,C,0,Managed Medicaid,Government,150,17,7,34,16042.59,0.412,0.624
2025-05,010000010,Janet,Brown,Neurology,AK,AK01,West,A,1,Managed Medicaid,Government,150,25,10,50,17382.59,0.4,0.801
2025-05,010000011,Charles,Brown,Neurology,AK,AK01,West,C,0,Commercial,Commercial,100,14,6,14,4118.89,0.429,0.701
2025-05,010000012,Erika,Freeman,Internal Medicine,AK,AK01,West,A,1,Medicare,Government,100,11,2,22,6502.81,0.182,0.535
2025-05,010000013,Juan,Berg,Internal Medicine,AK,AK01,West,B,1,Commercial,Commercial,200,18,7,36,9269.41,0.389,0.753
2025-05,010000014,Alexander,Fox,Neurology,AK,AK01,West,B,1,Medicaid,Government,100,22,7,22,9684.95,0.318,0.508
2025-05,010000015,Patricia,Heath,Psychiatry,AK,AK01,West,B,1,Managed Medicaid,Government,150,20,7,40,9777.86,0.35,0.565
2025-05,010000016,Shelby,Ramos,Psychiatry,AK,AK01,West,A,1,Medicare,Government,150,16,6,32,9130.78,0.375,0.69
2025-05,010000017,Sara,Scott,Psychiatry,AK,AK01,West,C,0,Commercial,Commercial,200,11,5,22,9731.98,0.455,0.57
2025-05,010000018,Alyssa,Wagner,Psychiatry,AK,AK01,West,B,1,Commercial,Commercial,200,26,9,26,8214.39,0.346,0.722
2025-05,010000019,Kristen,Lopez,Internal Medicine,AK,AK01,West,A,1,Managed Medicaid,Government,200,19,6,38,13938.23,0.316,0.825
2025-05,010000020,Vicki,Williams,Psychiatry,AK,AK01,West,C,0,Medicaid,Government,100,5,2,10,3790.97,0.4,0.631
2025-05,010000021,Alan,White,Neurology,AK,AK01,West,A,1,Medicaid,Government,150,17,7,34,14642.48,0.412,0.833
2025-05,010000022,Christine,Sparks,Internal Medicine,AK,AK01,West,C,0,Medicaid,Government,100,11,4,11,3604.95,0.364,0.583
2025-05,010000023,Joshua,Walker,Psychiatry,AK,AK01,West,B,1,Medicare,Government,100,18,6,36,9069.09,0.333,0.572
2025-05,010000024,Valerie,Garcia,Neurology,AK,AK01,West,C,0,Medicare,Government,150,6,2,12,5245.29,0.333,0.787
2025-05,010000025,Sheena,Berry,Psychiatry,AK,AK01,West,A,1,Medicaid,Government,200,27,8,27,6557.27,0.296,0.659
2025-05,010000026,Terry,Moss,Psychiatry,AK,AK01,West,C,0,Commercial,Commercial,150,8,2,8,2933.18,0.25,0.627
2025-05,010000027,Stacy,Harrison,Psychiatry,AK,AK01,West,A,1,Managed Medicaid,Government,200,20,9,40,11581.55,0.45,0.578
2025-05,010000028,Kelli,Gonzalez,Internal Medicine,AK,AK01,West,C,0,Medicaid,Government,150,3,1,3,1435.31,0.333,0.794
2025-05,010000029,Troy,Turner,Internal Medicine,AK,AK01,West,C,0,Medicaid,Government,200,6,1,6,1367.82,0.167,0.576
2025-05,020000000,Joshua,Romero,Psychiatry,AZ,AZ01,West,C,0,Commercial,Commercial,200,2,1,4,1751.5,0.5,0.762
2025-05,020000001,Ricky,Jackson,Internal Medicine,AZ,AZ01,West,C,0,Commercial,Commercial,150,7,2,14,5408.62,0.286,0.836
2025-05,020000002,Scott,Jr.,Internal Medicine,AZ,AZ01,West,B,1,Managed Medicaid,Government,200,17,9,17,7060.11,0.529,0.749
2025-05,020000003,Melanie,Hernandez,Psychiatry,AZ,AZ01,West,A,1,Commercial,Commercial,150,18,8,18,6540.1,0.444,0.678
2025-05,020000004,Stephen,Wilkinson,Psychiatry,AZ,AZ01,West,C,0,Managed Medicaid,Government,200,6,2,6,1935.08,0.333,0.777
2025-05,020000005,Paul,Mercado,Neurology,AZ,AZ01,West,C,0,Managed Medicaid,Government,150,16,4,32,13578.26,0.25,0.764
2025-05,020000006,Billy,Griffin,Neurology,AZ,AZ01,West,A,1,Medicaid,Government,200,11,5,22,5654.91,0.455,0.614
2025-05,020000007,Joseph,Hamilton,Neurology,AZ,AZ01,West,A,1,Medicaid,Government,100,22,10,44,11146.02,0.455,0.81
2025-05,020000008,Jennifer,Harper,Internal Medicine,AZ,AZ01,West,B,1,Managed Medicaid,Government,100,13,6,26,8803.83,0.462,0.627
2025-05,020000009,Jennifer,Hale,Neurology,AZ,AZ01,West,B,1,Commercial,Commercial,100,18,5,18,7041.17,0.278,0.682
2025-05,020000010,Linda,Murphy,Internal Medicine,AZ,AZ01,West,A,1,Commercial,Commercial,100,17,7,34,12132.77,0.412,0.651
2025-05,020000011,Samantha,Rice,Psychiatry,AZ,AZ01,West,A,1,Managed Medicaid,Government,100,16,7,16,5942.93,0.438,0.639
2025-05,020000012,Laura,Johnson,Neurology,AZ,AZ01,West,B,1,Medicare,Government,100,17,6,17,7090.89,0.353,0.779
2025-05,020000013,Timothy,Carpenter,Internal Medicine,AZ,AZ01,West,B,1,Medicare,Government,200,18,8,18,5684.61,0.444,0.676
2025-05,020000014,Julie,Harris,Neurology,AZ,AZ01,West,B,1,Managed Medicaid,Government,150,16,8,16,7182.71,0.5,0.702
2025-05,020000015,Cynthia,Brennan,Neurology,AZ,AZ01,West,A,1,Medicaid,Government,200,16,8,32,9048.01,0.5,0.726
2025-05,020000016,Brittany,Stevens,Psychiatry,AZ,AZ01,West,A,1,Medicare,Government,150,17,5,34,8197.93,0.294,0.647
2025-05,020000017,Jade,Taylor,Neurology,AZ,AZ01,West,C,0,Managed Medicaid,Government,200,3,1,6,1961.95,0.333,0.846
2025-05,020000018,Michele,Montgomery,Neurology,AZ,AZ01,West,B,1,Commercial,Commercial,200,15,7,30,8278.94,0.467,0.645
2025-05,020000019,Nancy,Hall,Psychiatry,AZ,AZ01,West,A,1,Medicare,Government,200,23,11,46,19452.01,0.478,0.615
2025-05,020000020,Brandy,Allen,Neurology,AZ,AZ01,West,A,1,Commercial,Commercial,100,18,8,36,14924.3,0.444,0.561
2025-05,020000021,Charles,Williams,Neurology,AZ,AZ01,West,B,1,Commercial,Commercial,100,18,8,36,12231.46,0.444,0.673
2025-05,020000022,Michael,Todd,Neurology,AZ,AZ01,West,B,1,Medicaid,Government,150,18,9,18,6324.25,0.5,0.774
2025-05,020000023,Jeffrey,Nguyen,Internal Medicine,AZ,AZ01,West,B,1,Medicare,Government,200,16,7,32,12689.0,0.438,0.7
2025-05,020000024,Carolyn,Morrison,Neurology,AZ,AZ01,West,B,1,Medicaid,Government,100,15,4,15,3471.57,0.267,0.751
2025-05,020000025,Shannon,Harris,Psychiatry,AZ,AZ01,West,A,1,Commercial,Commercial,100,24,7,48,12780.26,0.292,0.786
2025-05,020000026,James,Hall,Neurology,AZ,AZ01,West,B,1,Commercial,Commercial,150,15,4,15,4546.97,0.267,0.613
2025-05,020000027,Kyle,Matthews,Internal Medicine,AZ,AZ01,West,C,0,Medicare,Government,100,2,0,4,1781.72,0.0,0.769
2025-05,020000028,Patricia,Singh,Psychiatry,AZ,AZ01,West,C,0,Managed Medicaid,Government,150,12,3,12,4613.3,0.25,0.775
2025-05,020000029,Michael,Hill,Psychiatry,AZ,AZ01,West,C,0,Commercial,Commercial,100,3,1,6,2304.61,0.333,0.624
2025-05,030000000,Chelsea,Hughes,Neurology,AR,AR01,South,B,1,Medicaid,Government,150,20,5,20,7826.58,0.25,0.669
2025-05,030000001,Anthony,Jackson,Neurology,AR,AR01,South,C,0,Medicare,Government,200,4,2,8,2640.96,0.5,0.746
2025-05,030000002,Karina,Schmidt,Psychiatry,AR,AR01,South,C,0,Medicare,Government,200,6,1,6,2651.43,0.167,0.832
2025-05,030000003,Nathan,Mitchell,Internal Medicine,AR,AR01,South,A,1,Managed Medicaid,Government,100,28,11,56,14581.0,0.393,0.616
2025-05,030000004,Jillian,Smith,Psychiatry,AR,AR01,South,C,0,Medicaid,Government,150,2,0,2,834.61,0.0,0.582
2025-05,030000005,Sharon,Le,Psychiatry,AR,AR01,South,B,1,Managed Medicaid,Government,150,23,11,46,18250.95,0.478,0.674
2025-05,030000006,Renee,King,Psychiatry,AR,AR01,South,B,1,Medicaid,Government,150,24,12,48,17199.77,0.5,0.669
2025-05,030000007,Timothy,Perkins,Psychiatry,AR,AR01,South,A,1,Commercial,Commercial,100,23,12,46,18597.96,0.522,0.707
