month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2024-09,000000000,Vanessa,Potter,Psychiatry,AL,AL01,South,C,0,Medicaid,Government,200,8,4,8,1829.78,0.5,0.607
2024-09,000000001,Amy,Bennett,Neurology,AL,AL01,South,A,1,Medicaid,Government,200,27,7,54,13745.36,0.259,0.825
2024-09,000000002,Brian,Lee,Psychiatry,AL,AL01,South,A,1,Medicaid,Government,200,26,6,52,20100.77,0.231,0.694
2024-09,000000003,Tony,Oneill,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,100,19,7,19,4798.85,0.368,0.61
2024-09,000000004,Gloria,Glenn,Neurology,AL,AL01,South,B,1,Medicaid,Government,200,21,10,21,6819.94,0.476,0.645
2024-09,000000005,Amy,Peterson,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,150,1,0,2,704.03,0.0,0.756
2024-09,000000006,Kirsten,Martinez,Internal Medicine,AL,AL01,South,C,0,Commercial,Commercial,200,2,1,4,1443.69,0.5,0.806
2024-09,000000007,Peter,Moore,Neurology,AL,AL01,South,A,1,Medicaid,Government,200,30,13,60,17782.61,0.433,0.61
2024-09,000000008,Spencer,Hudson,Internal Medicine,AL,AL01,South,A,1,Medicaid,Government,200,11,5,22,7688.56,0.455,0.566
2024-09,000000009,Debra,Richard,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,100,0,0,0,0.0,0.0,0.727
2024-09,000000010,Lauren,Harvey,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,100,3,0,6,2802.45,0.0,0.64
2024-09,000000011,Tyler,Allen,Psychiatry,AL,AL01,South,B,1,Medicaid,Government,200,32,14,32,12058.8,0.438,0.534
2024-09,000000012,Victoria,Levy,Internal Medicine,AL,AL01,South,C,0,Commercial,Commercial,150,7,3,7,2077.49,0.429,0.778
2024-09,000000013,Abigail,Johnson,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,200,37,11,74,29110.57,0.297,0.54
2024-09,000000014,Cheryl,Lynch,Neurology,AL,AL01,South,C,0,Medicare,Government,100,5,1,10,3165.24,0.2,0.595
2024-09,000000015,Sean,Young,Internal Medicine,AL,AL01,South,B,1,Medicare,Government,100,26,12,26,11994.8,0.462,0.648
2024-09,000000016,Jessica,Warren,Neurology,AL,AL01,South,C,0,Medicare,Government,200,14,7,14,4747.2,0.5,0.781
2024-09,000000017,Brittany,Smith,Internal Medicine,AL,AL01,South,A,1,Medicaid,Government,200,36,14,36,10360.16,0.389,0.628
2024-09,000000018,Paul,Cortez,Psychiatry,AL,AL01,South,C,0,Medicaid,Government,100,3,0,6,2360.07,0.0,0.614
2024-09,000000019,Elizabeth,Willis,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,200,22,5,22,5725.81,0.227,0.833
2024-09,000000020,Leslie,Perkins,Psychiatry,AL,AL01,South,A,1,Medicare,Government,150,21,8,42,9636.89,0.381,0.699
2024-09,000000021,Brandy,Diaz,Internal Medicine,AL,AL01,South,B,1,Medicare,Government,200,27,13,54,13055.92,0.481,0.596
2024-09,000000022,Raymond,Hunt,Neurology,AL,AL01,South,C,0,Medicaid,Government,100,16,5,32,9188.57,0.312,0.609
2024-09,000000023,Ian,Jackson,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,200,16,8,16,5638.48,0.5,0.552
2024-09,000000024,Scott,Sims,Neurology,AL,AL01,South,A,1,Commercial,Commercial,150,18,6,18,8292.49,0.333,0.834
2024-09,000000025,Ryan,Clark,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,200,2,0,2,710.01,0.0,0.579
2024-09,000000026,Arthur,Lutz,Neurology,AL,AL01,South,A,1,Managed Medicaid,Government,200,26,7,52,17492.67,0.269,0.592
2024-09,000000027,Samuel,Crawford,Internal Medicine,AL,AL01,South,B,1,Managed Medicaid,Government,200,15,4,30,8155.38,0.267,0.501
2024-09,000000028,Charles,Santos,Psychiatry,AL,AL01,South,C,0,Commercial,Commercial,100,12,6,24,9130.95,0.5,0.588
2024-09,000000029,Marcus,White,Psychiatry,AL,AL01,South,C,0,Medicaid,Government,150,7,3,14,6509.13,0.429,0.734
2024-09,010000000,Jacob,Frey,Neurology,AK,AK01,West,C,0,Managed Medicaid,Government,200,15,6,15,6082.67,0.4,0.62
2024-09,010000001,Emily,Webster,Neurology,AK,AK01,West,C,0,Managed Medicaid,Government,150,14,6,14,4356.7,0.429,0.595
2024-09,010000002,Samuel,Anderson,Neurology,AK,AK01,West,A,1,Medicare,Government,200,23,8,46,17973.36,0.348,0.542
2024-09,010000003,Lisa,Kirk,Psychiatry,AK,AK01,West,B,1,Medicare,Government,100,15,5,30,7223.2,0.333,0.546
