month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2025-02,000000000,Dana,Daniel,Neurology,AL,AL01,South,A,1,Commercial,Commercial,100,15,6,15,6250.43,0.4,0.608
2025-02,000000001,Gail,Hamilton,Neurology,AL,AL01,South,A,1,Commercial,Commercial,100,22,7,44,10652.85,0.318,0.7
2025-02,000000002,Robert,Bautista,Psychiatry,AL,AL01,South,C,0,Managed Medicaid,Government,100,7,2,7,2112.54,0.286,0.83
2025-02,000000003,Jeffrey,Davis,Psychiatry,AL,AL01,South,B,1,Medicare,Government,150,21,6,21,6337.02,0.286,0.637
2025-02,000000004,Leslie,Glass,Internal Medicine,AL,AL01,South,A,1,Commercial,Commercial,150,21,6,42,19029.9,0.286,0.676
2025-02,000000005,Caitlin,Ali,Neurology,AL,AL01,South,A,1,Commercial,Commercial,200,13,5,26,8944.2,0.385,0.804
2025-02,000000006,Amy,Kelly,Psychiatry,AL,AL01,South,B,1,Medicaid,Government,100,22,10,44,10580.93,0.455,0.719
2025-02,000000007,Ronald,Oliver,Neurology,AL,AL01,South,A,1,Medicaid,Government,200,12,5,12,5038.74,0.417,0.556
2025-02,000000008,Adam,Leblanc,Neurology,AL,AL01,South,C,0,Medicare,Government,150,2,0,2,616.29,0.0,0.626
2025-02,000000009,Jenny,Lucas,Internal Medicine,AL,AL01,South,A,1,Managed Medicaid,Government,100,21,9,21,10063.67,0.429,0.712
2025-02,000000010,Amanda,Wood,Psychiatry,AL,AL01,South,C,0,Managed Medicaid,Government,100,0,0,0,0.0,0.0,0.805
2025-02,000000011,Jaime,Miller,Neurology,AL,AL01,South,A,1,Managed Medicaid,Government,100,8,2,16,4825.07,0.25,0.827
2025-02,000000012,Travis,Rodriguez,Psychiatry,AL,AL01,South,A,1,Medicare,Government,200,20,5,40,12475.03,0.25,0.525
2025-02,000000013,Kenneth,Guzman,Neurology,AL,AL01,South,B,1,Medicare,Government,150,10,4,20,8368.36,0.4,0.655
2025-02,000000014,Ernest,Johnson,Psychiatry,AL,AL01,South,A,1,Managed Medicaid,Government,100,22,11,44,19507.0,0.5,0.64
2025-02,000000015,Rebecca,Brown,Neurology,AL,AL01,South,C,0,Medicaid,Government,150,4,1,8,2825.96,0.25,0.719
2025-02,000000016,Dustin,Smith,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,200,20,6,40,14061.8,0.3,0.592
2025-02,000000017,Sheila,Jones,Neurology,AL,AL01,South,A,1,Commercial,Commercial,200,20,8,20,8038.68,0.4,0.696
2025-02,000000018,Kimberly,Ortiz,Psychiatry,AL,AL01,South,A,1,Medicare,Government,150,22,11,22,8101.16,0.5,0.799
2025-02,000000019,Miss,Davis,Psychiatry,AL,AL01,South,B,1,Managed Medicaid,Government,200,21,11,21,6525.2,0.524,0.664
2025-02,000000020,James,Mcclure,Neurology,AL,AL01,South,B,1,Commercial,Commercial,100,13,3,13,5333.41,0.231,0.821
2025-02,000000021,Matthew,Williams,Internal Medicine,AL,AL01,South,B,1,Medicaid,Government,150,17,6,34,8049.93,0.353,0.62
2025-02,000000022,Anna,Smith,Neurology,AL,AL01,South,B,1,Medicaid,Government,200,20,6,40,9988.99,0.3,0.659
2025-02,000000023,Kimberly,Stevens,Neurology,AL,AL01,South,A,1,Managed Medicaid,Government,100,25,11,25,7581.21,0.44,0.511
2025-02,000000024,Alex,Burke,Neurology,AL,AL01,South,B,1,Commercial,Commercial,150,21,10,42,19925.88,0.476,0.575
2025-02,000000025,Christopher,Castillo,Psychiatry,AL,AL01,South,A,1,Managed Medicaid,Government,150,25,6,50,19263.93,0.24,0.529
2025-02,000000026,Juan,Watkins,Psychiatry,AL,AL01,South,B,1,Managed Medicaid,Government,100,20,8,40,17887.27,0.4,0.658
2025-02,000000027,Dr.,Obrien,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,200,11,4,22,5892.93,0.364,0.519
2025-02,000000028,Alexandra,Welch,Internal Medicine,AL,AL01,South,B,1,Medicare,Government,100,19,8,19,5905.42,0.421,0.647
2025-02,000000029,Tonya,Perez,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,200,11,6,22,6868.84,0.545,0.743
2025-02,010000000,Alexander,White,Internal Medicine,AK,AK01,West,A,1,Medicaid,Government,100,16,7,16,4866.73,0.438,0.845
2025-02,010000001,Noah,Kim,Neurology,AK,AK01,West,C,0,Medicare,Government,100,14,5,14,6343.26,0.357,0.827
2025-02,010000002,Michelle,Roberts,Internal Medicine,AK,AK01,West,B,1,Commercial,Commercial,200,21,11,42,12109.81,0.524,0.753
2025-02,010000003,Charles,Flores,Internal Medicine,AK,AK01,West,A,1,Managed Medicaid,Government,200,11,5,11,2524.35,0.455,0.761
2025-02,010000004,Elizabeth,Burton,Psychiatry,AK,AK01,West,B,1,Medicaid,Government,200,20,6,40,11047.83,0.3,0.573
2025-02,010000005,Gregory,Petersen,Psychiatry,AK,AK01,West,C,0,Commercial,Commercial,150,0,0,0,0.0,0.0,0.814
2025-02,010000006,Erik,Thomas,Neurology,AK,AK01,West,A,1,Managed Medicaid,Government,200,21,8,42,13761.47,0.381,0.623
2025-02,010000007,Andrew,Lynch,Neurology,AK,AK01,West,B,1,Medicare,Government,100,23,6,23,7803.76,0.261,0.631
2025-02,010000008,Shannon,Mcguire,Neurology,AK,AK01,West,C,0,Medicaid,Government,200,16,7,32,10214.61,0.438,0.796
2025-02,010000009,Sandra,Peck,Neurology,AK,AK01,West,C,0,Managed Medicaid,Government,200,3,1,6,2415.26,0.333,0.828
2025-02,010000010,Kirk,Campbell,Psychiatry,AK,AK01,West,A,1,Commercial,Commercial,100,28,12,28,10646.38,0.429,0.644
2025-02,010000011,Joshua,Sexton,Internal Medicine,AK,AK01,West,C,0,Commercial,Commercial,200,6,2,12,4210.49,0.333,0.782
2025-02,010000012,Calvin,Wu,Neurology,AK,AK01,West,B,1,Managed Medicaid,Government,100,14,6,14,5907.84,0.429,0.693
2025-02,010000013,Colin,Anderson,Psychiatry,AK,AK01,West,A,1,Managed Medicaid,Government,100,16,6,32,15090.57,0.375,0.82
2025-02,010000014,Brandon,Merritt,Internal Medicine,AK,AK01,West,C,0,Managed Medicaid,Government,100,9,3,18,7620.68,0.333,0.678
2025-02,010000015,Thomas,Perry,Internal Medicine,AK,AK01,West,C,0,Medicare,Government,150,1,0,2,790.12,0.0,0.501
2025-02,010000016,Sarah,Gonzalez,Internal Medicine,AK,AK01,West,A,1,Commercial,Commercial,100,16,4,16,6808.52,0.25,0.794
2025-02,010000017,Nathaniel,Cummings,Neurology,AK,AK01,West,C,0,Medicare,Government,150,7,3,7,3285.67,0.429,0.847
2025-02,010000018,Tammy,Bruce,Psychiatry,AK,AK01,West,C,0,Managed Medicaid,Government,100,14,7,28,12191.84,0.5,0.78
2025-02,010000019,Erika,Robles,Neurology,AK,AK01,West,B,1,Medicaid,Government,200,22,10,44,20860.95,0.455,0.561
2025-02,010000020,Andrew,Liu,Internal Medicine,AK,AK01,West,C,0,Medicaid,Government,150,6,2,6,1475.34,0.333,0.78
2025-02,010000021,Tracy,West,Neurology,AK,AK01,West,A,1,Managed Medicaid,Government,200,21,7,42,18383.73,0.333,0.556
2025-02,010000022,Patricia,Ramos,Internal Medicine,AK,AK01,West,A,1,Commercial,Commercial,100,19,6,19,6340.86,0.316,0.72
2025-02,010000023,William,Jennings,Neurology,AK,AK01,West,A,1,Commercial,Commercial,200,12,6,12,4424.0,0.5,0.509
2025-02,010000024,Joshua,Randall,Neurology,AK,AK01,West,A,1,Managed Medicaid,Government,200,27,9,54,14499.23,0.333,0.728
2025-02,010000025,Spencer,Escobar,Psychiatry,AK,AK01,West,B,1,Medicaid,Government,200,26,6,26,10629.87,0.231,0.782
2025-02,010000026,Carol,Young,Internal Medicine,AK,AK01,West,B,1,Commercial,Commercial,150,18,4,18,8335.69,0.222,0.72
2025-02,010000027,Steven,Mathews,Neurology,AK,AK01,West,C,0,Commercial,Commercial,100,3,1,6,2766.43,0.333,0.543
2025-02,010000028,Debbie,Payne,Psychiatry,AK,AK01,West,B,1,Medicare,Government,100,12,6,12,2881.43,0.5,0.796
2025-02,010000029,Judith,Robinson,Psychiatry,AK,AK01,West,B,1,Commercial,Commercial,150,21,10,21,6879.05,0.476,0.67
2025-02,020000000,Justin,Carr,Neurology,AZ,AZ01,West,A,1,Medicaid,Government,200,21,7,42,13337.78,0.333,0.61
2025-02,020000001,Elizabeth,Brewer,Internal Medicine,AZ,AZ01,West,A,1,Medicaid,Government,150,14,6,14,6369.24,0.429,0.731
2025-02,020000002,Christine,Anderson,Neurology,AZ,AZ01,West,C,0,Commercial,Commercial,100,7,3,14,6697.21,0.429,0.669
