month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2023-07,000000000,Karen,Heath,Psychiatry,AL,AL01,South,C,0,Medicaid,Government,200,4,2,4,914.89,0.5,0.607
2023-07,000000001,Jacob,Mccormick,Neurology,AL,AL01,South,A,1,Medicaid,Government,200,13,3,26,6618.14,0.231,0.825
2023-07,000000002,Kathleen,Williams,Psychiatry,AL,AL01,South,A,1,Medicaid,Government,200,12,3,24,9277.28,0.25,0.694
2023-07,000000003,Erik,Simmons,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,100,9,3,9,2273.14,0.333,0.61
2023-07,000000004,Jeffery,Clayton,Neurology,AL,AL01,South,B,1,Medicaid,Government,200,10,5,10,3247.59,0.5,0.645
2023-07,000000005,James,Scott,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,150,0,0,0,0.0,0.0,0.756
2023-07,000000006,Shawn,Yang,Internal Medicine,AL,AL01,South,C,0,Commercial,Commercial,200,1,0,2,721.84,0.0,0.806
2023-07,000000007,Paul,Randall,Neurology,AL,AL01,South,A,1,Medicaid,Government,200,14,6,28,8298.55,0.429,0.61
2023-07,000000008,Brian,Armstrong,Internal Medicine,AL,AL01,South,A,1,Medicaid,Government,200,5,2,10,3494.8,0.4,0.566
2023-07,000000009,Alison,Stevenson,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,100,0,0,0,0.0,0.0,0.727
2023-07,000000010,Madeline,Gregory,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,100,1,0,2,934.15,0.0,0.64
2023-07,000000011,Rhonda,Sims,Psychiatry,AL,AL01,South,B,1,Medicaid,Government,200,15,7,15,5652.56,0.467,0.534
2023-07,000000012,Kaitlyn,Hart,Internal Medicine,AL,AL01,South,C,0,Commercial,Commercial,150,3,1,3,890.35,0.333,0.778
2023-07,000000013,Ellen,Young,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,200,18,5,36,14161.9,0.278,0.54
2023-07,000000014,Wanda,Shaw,Neurology,AL,AL01,South,C,0,Medicare,Government,100,2,0,4,1266.1,0.0,0.595
2023-07,000000015,Thomas,Contreras,Internal Medicine,AL,AL01,South,B,1,Medicare,Government,100,12,5,12,5536.06,0.417,0.648
2023-07,000000016,Donna,Rice,Neurology,AL,AL01,South,C,0,Medicare,Government,200,6,3,6,2034.52,0.5,0.781
2023-07,000000017,James,Jones,Internal Medicine,AL,AL01,South,A,1,Medicaid,Government,200,17,6,17,4892.3,0.353,0.628
2023-07,000000018,Andrew,Harris,Psychiatry,AL,AL01,South,C,0,Medicaid,Government,100,1,0,2,786.69,0.0,0.614
2023-07,000000019,Alexandra,Morris,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,200,10,2,10,2602.64,0.2,0.833
2023-07,000000020,Melissa,Richardson,Psychiatry,AL,AL01,South,A,1,Medicare,Government,150,10,3,20,4589.0,0.3,0.699
2023-07,000000021,Jordan,Owen,Internal Medicine,AL,AL01,South,B,1,Medicare,Government,200,13,6,26,6286.19,0.462,0.596
2023-07,000000022,Michael,Anderson,Neurology,AL,AL01,South,C,0,Medicaid,Government,100,8,2,16,4594.28,0.25,0.609
2023-07,000000023,Kelly,Nguyen,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,200,8,4,8,2819.24,0.5,0.552
2023-07,000000024,Laura,Boyd,Neurology,AL,AL01,South,A,1,Commercial,Commercial,150,8,2,8,3685.55,0.25,0.834
2023-07,000000025,Mary,Schultz,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,200,1,0,1,355.0,0.0,0.579
2023-07,000000026,Nathan,Watson,Neurology,AL,AL01,South,A,1,Managed Medicaid,Government,200,12,3,24,8073.54,0.25,0.592
2023-07,000000027,Melissa,Zamora,Internal Medicine,AL,AL01,South,B,1,Managed Medicaid,Government,200,7,2,14,3805.85,0.286,0.501
2023-07,000000028,Michael,Bush,Psychiatry,AL,AL01,South,C,0,Commercial,Commercial,100,6,3,12,4565.48,0.5,0.588
2023-07,000000029,Sara,Johnson,Psychiatry,AL,AL01,South,C,0,Medicaid,Government,150,3,1,6,2789.63,0.333,0.734
2023-07,010000000,Dr.,Meyers,Neurology,AK,AK01,West,C,0,Managed Medicaid,Government,200,7,3,7,2838.58,0.429,0.62
2023-07,010000001,Janet,Harris,Neurology,AK,AK01,West,C,0,Managed Medicaid,Government,150,7,3,7,2178.35,0.429,0.595
2023-07,010000002,Amanda,Ruiz,Neurology,AK,AK01,West,A,1,Medicare,Government,200,11,4,22,8595.95,0.364,0.542
2023-07,010000003,Tammy,Henderson,Psychiatry,AK,AK01,West,B,1,Medicare,Government,100,7,2,14,3370.83,0.286,0.546
2023-07,010000004,Ms.,Kaufman,Internal Medicine,AK,AK01,West,B,1,Commercial,Commercial,150,7,2,14,3378.03,0.286,0.559
2023-07,010000005,David,Winters,Psychiatry,AK,AK01,West,C,0,Medicare,Government,200,3,0,3,1166.8,0.0,0.51
2023-07,010000006,Timothy,Douglas,Psychiatry,AK,AK01,West,A,1,Medicaid,Government,150,12,4,24,9544.98,0.333,0.578
2023-07,010000007,Briana,Jones,Psychiatry,AK,AK01,West,C,0,Commercial,Commercial,100,2,0,2,601.92,0.0,0.804
2023-07,010000008,Shelby,Gutierrez,Psychiatry,AK,AK01,West,B,1,Managed Medicaid,Government,100,8,2,8,3609.02,0.25,0.837
2023-07,010000009,Katherine,Allen,Neurology,AK,AK01,West,C,0,Medicare,Government,150,2,0,4,1817.14,0.0,0.64
2023-07,010000010,Joseph,Nelson,Psychiatry,AK,AK01,West,A,1,Medicare,Government,100,14,5,14,3108.68,0.357,0.652
2023-07,010000011,Douglas,Miller,Internal Medicine,AK,AK01,West,A,1,Medicare,Government,200,9,3,9,3705.33,0.333,0.626
2023-07,010000012,Yolanda,Horne,Neurology,AK,AK01,West,B,1,Commercial,Commercial,100,9,4,18,5264.31,0.444,0.516
2023-07,010000013,Madison,Mack,Internal Medicine,AK,AK01,West,B,1,Medicaid,Government,200,7,1,7,1944.43,0.143,0.626
2023-07,010000014,Megan,Moreno,Neurology,AK,AK01,West,B,1,Managed Medicaid,Government,150,10,5,10,3598.08,0.5,0.78
