month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2024-01,000000000,Amber,Pace,Neurology,AL,AL01,South,A,1,Commercial,Commercial,200,20,9,40,11346.88,0.45,0.549
2024-01,000000001,Emily,Williamson,Psychiatry,AL,AL01,South,C,0,Commercial,Commercial,200,5,2,10,2282.63,0.4,0.533
2024-01,000000002,Andrew,Yoder,Psychiatry,AL,AL01,South,C,0,Commercial,Commercial,200,4,1,4,1624.66,0.25,0.745
2024-01,000000003,Charles,Spears,Internal Medicine,AL,AL01,South,A,1,Managed Medicaid,Government,200,16,8,32,13774.46,0.5,0.502
2024-01,000000004,Erika,Burns,Psychiatry,AL,AL01,South,C,0,Managed Medicaid,Government,150,13,3,26,6771.04,0.231,0.835
2024-01,000000005,Michele,Mullins,Internal Medicine,AL,AL01,South,A,1,Commercial,Commercial,150,21,11,21,6580.03,0.524,0.62
2024-01,000000006,Amy,Chang,Internal Medicine,AL,AL01,South,A,1,Managed Medicaid,Government,200,15,4,15,7095.15,0.267,0.632
2024-01,000000007,Kenneth,Holmes,Neurology,AL,AL01,South,B,1,Medicare,Government,200,20,6,20,8063.77,0.3,0.516
2024-01,000000008,Jesus,Castro,Psychiatry,AL,AL01,South,B,1,Commercial,Commercial,100,19,7,19,6057.82,0.368,0.659
2024-01,000000009,Sarah,Jackson,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,150,8,2,8,3153.96,0.25,0.746
2024-01,000000010,Laura,Barrera,Neurology,AL,AL01,South,C,0,Commercial,Commercial,200,0,0,0,0.0,0.0,0.586
2024-01,000000011,Laura,Carrillo,Internal Medicine,AL,AL01,South,B,1,Medicare,Government,200,19,6,19,7561.99,0.316,0.795
2024-01,000000012,Linda,White,Psychiatry,AL,AL01,South,A,1,Commercial,Commercial,150,25,7,50,14480.63,0.28,0.574
