month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2025-12,000000000,Jessica,Hammond,Internal Medicine,AL,AL01,South,A,1,Commercial,Commercial,150,34,8,34,12356.31,0.235,0.62
2025-12,000000001,Anita,Walker,Psychiatry,AL,AL01,South,C,0,Managed Medicaid,Government,150,10,3,20,7205.36,0.3,0.611
2025-12,000000002,Jessica,Wilkinson,Neurology,AL,AL01,South,C,0,Commercial,Commercial,100,8,2,16,5356.41,0.25,0.559
2025-12,000000003,Thomas,Kelly,Psychiatry,AL,AL01,South,A,1,Medicaid,Government,200,32,16,64,30685.93,0.5,0.648
2025-12,000000004,Anthony,Wells,Neurology,AL,AL01,South,A,1,Commercial,Commercial,150,25,8,25,5931.21,0.32,0.552
2025-12,000000005,Maria,Hawkins,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,150,18,4,18,6626.11,0.222,0.833
2025-12,000000006,Anita,Thompson,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,100,11,2,22,9923.66,0.182,0.711
2025-12,000000007,Janet,Huffman,Psychiatry,AL,AL01,South,C,0,Managed Medicaid,Government,200,0,0,0,0.0,0.0,0.508
2025-12,000000008,Ryan,MD,Neurology,AL,AL01,South,A,1,Commercial,Commercial,200,17,6,34,14092.71,0.353,0.614
2025-12,000000009,Douglas,Turner,Psychiatry,AL,AL01,South,A,1,Commercial,Commercial,200,21,7,42,19021.96,0.333,0.568
2025-12,000000010,Ryan,Reed,Neurology,AL,AL01,South,A,1,Commercial,Commercial,100,16,8,16,3620.9,0.5,0.621
2025-12,000000011,John,Hill,Neurology,AL,AL01,South,B,1,Medicaid,Government,200,22,10,22,7565.41,0.455,0.535
2025-12,000000012,Courtney,Adams,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,150,0,0,0,0.0,0.0,0.563
2025-12,000000013,Darryl,Scott,Internal Medicine,AL,AL01,South,A,1,Commercial,Commercial,200,25,13,50,19321.4,0.52,0.843
2025-12,000000014,Paula,Anderson,Psychiatry,AL,AL01,South,B,1,Commercial,Commercial,150,27,6,54,24965.89,0.222,0.559
2025-12,000000015,Peggy,Elliott,Neurology,AL,AL01,South,C,0,Commercial,Commercial,150,4,2,4,1539.22,0.5,0.573
2025-12,000000016,George,Phillips,Psychiatry,AL,AL01,South,A,1,Medicaid,Government,200,13,3,13,5743.04,0.231,0.662
2025-12,000000017,Shelley,Sawyer,Neurology,AL,AL01,South,B,1,Medicare,Government,100,23,9,46,20940.72,0.391,0.792
