month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2024-12,000000000,Angela,Cook,Internal Medicine,AL,AL01,South,C,0,Commercial,Commercial,100,6,2,6,2406.45,0.333,0.758
2024-12,000000001,Brett,Stephens,Neurology,AL,AL01,South,C,0,Commercial,Commercial,200,8,3,16,4458.21,0.375,0.66
2024-12,000000002,Nicole,Foster,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,200,11,4,11,2492.89,0.364,0.812
2024-12,000000003,Kevin,Kirk,Neurology,AL,AL01,South,B,1,Commercial,Commercial,100,29,15,58,20842.55,0.517,0.75
2024-12,000000004,James,Flores,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,200,7,3,14,3228.26,0.429,0.832
2024-12,000000005,Tonya,Scott,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,100,29,13,58,22542.07,0.448,0.714
2024-12,000000006,Michelle,Johnson,Neurology,AL,AL01,South,B,1,Medicare,Government,100,27,7,54,18489.08,0.259,0.689
2024-12,000000007,Lisa,Cole,Psychiatry,AL,AL01,South,C,0,Medicare,Government,200,11,3,11,5236.04,0.273,0.764
2024-12,000000008,Micheal,Deleon,Neurology,AL,AL01,South,A,1,Commercial,Commercial,150,29,14,29,8864.63,0.483,0.516
2024-12,000000009,Jeffrey,Jr.,Psychiatry,AL,AL01,South,B,1,Medicare,Government,100,20,7,40,14751.39,0.35,0.845
2024-12,000000010,Elizabeth,Bowman,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,100,16,5,16,6611.61,0.312,0.82
2024-12,000000011,Manuel,Jimenez,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,150,9,2,9,2093.06,0.222,0.76
2024-12,000000012,Christopher,Bailey,Psychiatry,AL,AL01,South,A,1,Commercial,Commercial,150,29,14,58,17894.93,0.483,0.806
2024-12,000000013,Dorothy,Flores,Psychiatry,AL,AL01,South,A,1,Commercial,Commercial,100,23,8,23,7528.9,0.348,0.705
2024-12,000000014,Patricia,Lewis,Internal Medicine,AL,AL01,South,A,1,Commercial,Commercial,200,25,12,25,9227.23,0.48,0.569
2024-12,000000015,Matthew,Smith,Psychiatry,AL,AL01,South,B,1,Medicare,Government,100,20,8,40,18901.87,0.4,0.721
2024-12,000000016,Frank,Adkins,Psychiatry,AL,AL01,South,A,1,Medicare,Government,100,17,8,17,6053.41,0.471,0.771
2024-12,000000017,Justin,Hebert,Psychiatry,AL,AL01,South,B,1,Medicare,Government,150,22,7,22,6177.24,0.318,0.607
2024-12,000000018,Keith,Gonzales,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,150,28,15,56,13876.22,0.536,0.662
2024-12,000000019,Bobby,Sharp,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,200,20,8,20,9129.98,0.4,0.63
2024-12,000000020,Steven,Chavez,Psychiatry,AL,AL01,South,A,1,Medicaid,Government,100,14,3,28,7054.39,0.214,0.534
2024-12,000000021,Aaron,Howard,Neurology,AL,AL01,South,B,1,Medicare,Government,200,30,9,60,21646.38,0.3,0.712
