month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2023-05,000000000,John,Franklin,Internal Medicine,AL,AL01,South,B,1,Medicaid,Government,200,23,11,23,9138.68,0.478,0.653
2023-05,000000001,Amy,Hicks,Psychiatry,AL,AL01,South,B,1,Commercial,Commercial,150,8,2,16,3656.51,0.25,0.785
2023-05,000000002,Justin,Walker,Internal Medicine,AL,AL01,South,A,1,Medicaid,Government,150,17,5,17,6840.95,0.294,0.805
2023-05,000000003,Taylor,Richards,Internal Medicine,AL,AL01,South,A,1,Commercial,Commercial,100,27,12,27,11506.6,0.444,0.735
2023-05,000000004,Laurie,Johnson,Neurology,AL,AL01,South,B,1,Managed Medicaid,Government,150,20,5,40,13021.83,0.25,0.613
2023-05,000000005,Anthony,Chapman,Neurology,AL,AL01,South,A,1,Medicare,Government,100,15,5,15,4383.09,0.333,0.72
2023-05,000000006,Martha,Schultz,Neurology,AL,AL01,South,A,1,Managed Medicaid,Government,200,26,9,52,14431.36,0.346,0.578
2023-05,000000007,Glenn,Lee,Psychiatry,AL,AL01,South,C,0,Managed Medicaid,Government,100,18,6,36,13069.4,0.333,0.504
2023-05,000000008,Ashley,Wilson,Neurology,AL,AL01,South,A,1,Medicaid,Government,200,18,9,18,8422.71,0.5,0.659
2023-05,000000009,Megan,Mejia,Psychiatry,AL,AL01,South,A,1,Medicaid,Government,150,11,5,22,9743.51,0.455,0.765
2023-05,000000010,Donna,Jackson,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,150,6,2,12,3676.62,0.333,0.63
2023-05,000000011,Anthony,Marshall,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,100,24,11,24,8028.52,0.458,0.848
2023-05,000000012,Kristen,Brewer,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,150,5,2,5,1573.42,0.4,0.835
2023-05,000000013,David,Moore,Neurology,AL,AL01,South,B,1,Commercial,Commercial,200,9,4,18,6447.9,0.444,0.811
2023-05,000000014,Lauren,Mcpherson,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,100,23,7,23,7115.16,0.304,0.736
2023-05,000000015,Mrs.,Patel,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,200,2,0,2,925.04,0.0,0.611
2023-05,000000016,Mr.,Walters,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,150,4,2,4,1206.19,0.5,0.509
2023-05,000000017,Linda,Bates,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,150,0,0,0,0.0,0.0,0.531
2023-05,000000018,Karl,Moran,Neurology,AL,AL01,South,B,1,Medicare,Government,100,7,2,7,2403.81,0.286,0.682
2023-05,000000019,Sandra,Mann,Neurology,AL,AL01,South,B,1,Medicaid,Government,100,13,4,13,4395.68,0.308,0.569
2023-05,000000020,Dennis,Mclaughlin,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,200,17,6,17,6499.9,0.353,0.672
2023-05,000000021,Jennifer,Roberson,Neurology,AL,AL01,South,A,1,Commercial,Commercial,100,17,6,34,11165.19,0.353,0.531
2023-05,000000022,Stephanie,Robinson,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,100,15,4,30,7759.84,0.267,0.745
2023-05,000000023,Sarah,Ewing,Internal Medicine,AL,AL01,South,B,1,Medicaid,Government,100,14,5,14,3544.12,0.357,0.736
2023-05,000000024,Luke,Mitchell,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,200,25,8,25,11871.46,0.32,0.501
2023-05,000000025,Alan,Arroyo,Internal Medicine,AL,AL01,South,C,0,Commercial,Commercial,100,7,2,14,3343.18,0.286,0.695
2023-05,000000026,Sharon,Herman,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,100,29,8,58,24342.26,0.276,0.832
2023-05,000000027,Randy,Orr,Neurology,AL,AL01,South,C,0,Commercial,Commercial,100,6,2,12,4247.82,0.333,0.671
2023-05,000000028,Sean,Carter,Neurology,AL,AL01,South,A,1,Commercial,Commercial,200,9,4,9,3199.6,0.444,0.506
2023-05,000000029,Jason,Oneill,Neurology,AL,AL01,South,C,0,Commercial,Commercial,150,5,2,5,1810.46,0.4,0.594
2023-05,010000000,Kaitlyn,Hill,Psychiatry,AK,AK01,West,A,1,Medicare,Government,200,7,2,7,2158.65,0.286,0.512
2023-05,010000001,Marilyn,Cortez,Neurology,AK,AK01,West,A,1,Commercial,Commercial,150,13,3,26,12351.08,0.231,0.749
2023-05,010000002,James,Kelley,Internal Medicine,AK,AK01,West,C,0,Managed Medicaid,Government,200,5,1,5,1925.19,0.2,0.837
2023-05,010000003,Brianna,Taylor,Psychiatry,AK,AK01,West,A,1,Commercial,Commercial,150,19,8,38,13975.75,0.421,0.646
2023-05,010000004,Joshua,Thomas,Psychiatry,AK,AK01,West,C,0,Commercial,Commercial,100,11,5,22,10020.7,0.455,0.837
2023-05,010000005,Allison,Lin,Internal Medicine,AK,AK01,West,B,1,Medicaid,Government,200,22,8,22,5692.47,0.364,0.74
2023-05,010000006,Julie,Noble,Neurology,AK,AK01,West,B,1,Medicaid,Government,150,28,11,28,6535.46,0.393,0.786
2023-05,010000007,Cole,Rodriguez,Internal Medicine,AK,AK01,West,C,0,Medicare,Government,200,11,4,22,8265.24,0.364,0.797
2023-05,010000008,Nicole,Munoz,Internal Medicine,AK,AK01,West,A,1,Medicaid,Government,100,24,10,24,6678.33,0.417,0.753
2023-05,010000009,Kyle,Ingram,Internal Medicine,AK,AK01,West,C,0,Managed Medicaid,Government,150,17,7,34,16042.59,0.412,0.624
2023-05,010000010,Ashley,Klein,Neurology,AK,AK01,West,A,1,Managed Medicaid,Government,150,25,10,50,17382.59,0.4,0.801
2023-05,010000011,Kyle,Fuller,Neurology,AK,AK01,West,C,0,Commercial,Commercial,100,14,6,14,4118.89,0.429,0.701
2023-05,010000012,Stacy,Lopez,Internal Medicine,AK,AK01,West,A,1,Medicare,Government,100,11,2,22,6502.81,0.182,0.535
2023-05,010000013,Kristina,Young,Internal Medicine,AK,AK01,West,B,1,Commercial,Commercial,200,18,7,36,9269.41,0.389,0.753
2023-05,010000014,Cheryl,Hall,Neurology,AK,AK01,West,B,1,Medicaid,Government,100,22,7,22,9684.95,0.318,0.508
2023-05,010000015,Amber,Walker,Psychiatry,AK,AK01,West,B,1,Managed Medicaid,Government,150,20,7,40,9777.86,0.35,0.565
2023-05,010000016,Christian,Wolfe,Psychiatry,AK,AK01,West,A,1,Medicare,Government,150,16,6,32,9130.78,0.375,0.69
2023-05,010000017,Kevin,Hoover,Psychiatry,AK,AK01,West,C,0,Commercial,Commercial,200,11,5,22,9731.98,0.455,0.57
2023-05,010000018,Heather,Stewart,Psychiatry,AK,AK01,West,B,1,Commercial,Commercial,200,26,9,26,8214.39,0.346,0.722
2023-05,010000019,Amanda,Reed,Internal Medicine,AK,AK01,West,A,1,Managed Medicaid,Government,200,19,6,38,13938.23,0.316,0.825
2023-05,010000020,Sarah,Hobbs,Psychiatry,AK,AK01,West,C,0,Medicaid,Government,100,5,2,10,3790.97,0.4,0.631
2023-05,010000021,Nicholas,Simmons,Neurology,AK,AK01,West,A,1,Medicaid,Government,150,17,7,34,14642.48,0.412,0.833
2023-05,010000022,Hunter,Sanchez,Internal Medicine,AK,AK01,West,C,0,Medicaid,Government,100,11,4,11,3604.95,0.364,0.583
