month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2024-04,000000000,Justin,Matthews,Neurology,AL,AL01,South,A,1,Commercial,Commercial,100,16,7,16,6667.13,0.438,0.608
2024-04,000000001,Ann,Rice,Neurology,AL,AL01,South,A,1,Commercial,Commercial,100,24,7,48,11621.29,0.292,0.7
2024-04,000000002,Michael,Andersen,Psychiatry,AL,AL01,South,C,0,Managed Medicaid,Government,100,7,2,7,2112.54,0.286,0.83
2024-04,000000003,Rebecca,Golden,Psychiatry,AL,AL01,South,B,1,Medicare,Government,150,22,7,22,6638.78,0.318,0.637
2024-04,000000004,Charles,Rodriguez,Internal Medicine,AL,AL01,South,A,1,Commercial,Commercial,150,22,6,44,19936.09,0.273,0.676
2024-04,000000005,Brian,Evans,Neurology,AL,AL01,South,A,1,Commercial,Commercial,200,14,6,28,9632.22,0.429,0.804
2024-04,000000006,Justin,King,Psychiatry,AL,AL01,South,B,1,Medicaid,Government,100,24,11,48,11542.84,0.458,0.719
2024-04,000000007,Meghan,Cochran,Neurology,AL,AL01,South,A,1,Medicaid,Government,200,12,5,12,5038.74,0.417,0.556
2024-04,000000008,Katie,Schneider,Neurology,AL,AL01,South,C,0,Medicare,Government,150,2,0,2,616.29,0.0,0.626
2024-04,000000009,Thomas,Craig,Internal Medicine,AL,AL01,South,A,1,Managed Medicaid,Government,100,22,10,22,10542.89,0.455,0.712
2024-04,000000010,Courtney,White,Psychiatry,AL,AL01,South,C,0,Managed Medicaid,Government,100,1,0,1,257.08,0.0,0.805
2024-04,000000011,Barbara,Rodriguez,Neurology,AL,AL01,South,A,1,Managed Medicaid,Government,100,8,2,16,4825.07,0.25,0.827
2024-04,000000012,Nicole,Green,Psychiatry,AL,AL01,South,A,1,Medicare,Government,200,21,5,42,13098.78,0.238,0.525
2024-04,000000013,Mary,Brown,Neurology,AL,AL01,South,B,1,Medicare,Government,150,11,4,22,9205.2,0.364,0.655
2024-04,000000014,Jeffrey,DDS,Psychiatry,AL,AL01,South,A,1,Managed Medicaid,Government,100,23,11,46,20393.68,0.478,0.64
2024-04,000000015,Nicole,Bray,Neurology,AL,AL01,South,C,0,Medicaid,Government,150,4,1,8,2825.96,0.25,0.719
2024-04,000000016,Charles,Collier,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,200,21,6,42,14764.89,0.286,0.592
2024-04,000000017,Deborah,Peters,Neurology,AL,AL01,South,A,1,Commercial,Commercial,200,21,8,21,8440.61,0.381,0.696
2024-04,000000018,Ashley,Chandler,Psychiatry,AL,AL01,South,A,1,Medicare,Government,150,23,11,23,8469.4,0.478,0.799
2024-04,000000019,Amanda,Parker,Psychiatry,AL,AL01,South,B,1,Managed Medicaid,Government,200,22,12,22,6835.93,0.545,0.664
2024-04,000000020,James,MD,Neurology,AL,AL01,South,B,1,Commercial,Commercial,100,14,3,14,5743.67,0.214,0.821
2024-04,000000021,Ricky,Jr.,Internal Medicine,AL,AL01,South,B,1,Medicaid,Government,150,18,6,36,8523.45,0.333,0.62
2024-04,000000022,Elijah,Lee,Neurology,AL,AL01,South,B,1,Medicaid,Government,200,21,7,42,10488.44,0.333,0.659
2024-04,000000023,Stephanie,Gomez,Neurology,AL,AL01,South,A,1,Managed Medicaid,Government,100,27,12,27,8187.71,0.444,0.511
2024-04,000000024,Chad,Merritt,Neurology,AL,AL01,South,B,1,Commercial,Commercial,150,23,11,46,21823.59,0.478,0.575
2024-04,000000025,Jasmine,Collier,Psychiatry,AL,AL01,South,A,1,Managed Medicaid,Government,150,26,6,52,20034.49,0.231,0.529
2024-04,000000026,Nicholas,Young,Psychiatry,AL,AL01,South,B,1,Managed Medicaid,Government,100,21,8,42,18781.63,0.381,0.658
2024-04,000000027,Robert,Morris,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,200,12,5,24,6428.65,0.417,0.519
2024-04,000000028,Summer,Jones,Internal Medicine,AL,AL01,South,B,1,Medicare,Government,100,20,8,20,6216.24,0.4,0.647
2024-04,000000029,Jeremy,Stevens,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,200,12,6,24,7493.28,0.5,0.743
2024-04,010000000,Joy,Garcia,Internal Medicine,AK,AK01,West,A,1,Medicaid,Government,100,17,7,17,5170.9,0.412,0.845
2024-04,010000001,Samantha,Marquez,Neurology,AK,AK01,West,C,0,Medicare,Government,100,15,5,15,6796.35,0.333,0.827
2024-04,010000002,Mitchell,Morales,Internal Medicine,AK,AK01,West,B,1,Commercial,Commercial,200,22,11,44,12686.46,0.5,0.753
2024-04,010000003,Tiffany,Martinez,Internal Medicine,AK,AK01,West,A,1,Managed Medicaid,Government,200,11,5,11,2524.35,0.455,0.761
2024-04,010000004,Michael,Robinson,Psychiatry,AK,AK01,West,B,1,Medicaid,Government,200,21,6,42,11600.22,0.286,0.573
2024-04,010000005,Maria,Wiggins,Psychiatry,AK,AK01,West,C,0,Commercial,Commercial,150,0,0,0,0.0,0.0,0.814
2024-04,010000006,Angela,Scott,Neurology,AK,AK01,West,A,1,Managed Medicaid,Government,200,23,9,46,15072.08,0.391,0.623
2024-04,010000007,Christopher,Sullivan,Neurology,AK,AK01,West,B,1,Medicare,Government,100,24,6,24,8143.06,0.25,0.631
2024-04,010000008,Richard,Taylor,Neurology,AK,AK01,West,C,0,Medicaid,Government,200,17,7,34,10853.02,0.412,0.796
2024-04,010000009,Taylor,Jimenez,Neurology,AK,AK01,West,C,0,Managed Medicaid,Government,200,3,1,6,2415.26,0.333,0.828
2024-04,010000010,Paul,Lewis,Psychiatry,AK,AK01,West,A,1,Commercial,Commercial,100,30,13,30,11406.83,0.433,0.644
