month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2024-08,000000000,Megan,Hale,Neurology,AL,AL01,South,B,1,Managed Medicaid,Government,100,12,4,24,6342.3,0.333,0.512
2024-08,000000001,Keith,Thompson,Neurology,AL,AL01,South,A,1,Medicaid,Government,100,13,4,26,8354.53,0.308,0.794
2024-08,000000002,Kevin,Perry,Neurology,AL,AL01,South,A,1,Medicaid,Government,100,10,3,20,8208.84,0.3,0.648
2024-08,000000003,Sandra,Torres,Internal Medicine,AL,AL01,South,A,1,Managed Medicaid,Government,200,15,7,30,13701.12,0.467,0.54
2024-08,000000004,Harry,Little,Neurology,AL,AL01,South,B,1,Medicare,Government,150,11,3,22,5564.19,0.273,0.639
2024-08,000000005,Shawn,Perez,Neurology,AL,AL01,South,B,1,Commercial,Commercial,100,11,4,11,4709.09,0.364,0.778
2024-08,000000006,William,Davis,Neurology,AL,AL01,South,A,1,Commercial,Commercial,200,11,3,22,7652.38,0.273,0.761
2024-08,000000007,Trevor,Rice,Internal Medicine,AL,AL01,South,A,1,Managed Medicaid,Government,100,10,4,10,4658.52,0.4,0.534
2024-08,000000008,Tanya,Graham,Internal Medicine,AL,AL01,South,A,1,Managed Medicaid,Government,150,9,4,9,3389.37,0.444,0.665
2024-08,000000009,Holly,Wright,Psychiatry,AL,AL01,South,C,0,Managed Medicaid,Government,100,7,3,14,4983.76,0.429,0.624
2024-08,000000010,Maurice,Benton,Psychiatry,AL,AL01,South,B,1,Medicaid,Government,150,7,3,7,1866.68,0.429,0.673
2024-08,000000011,Victoria,Gonzalez,Psychiatry,AL,AL01,South,B,1,Medicaid,Government,100,7,3,7,3235.82,0.429,0.66
2024-08,000000012,Tyler,Khan,Psychiatry,AL,AL01,South,A,1,Managed Medicaid,Government,150,10,4,20,9145.18,0.4,0.698
2024-08,000000013,Keith,Robinson,Neurology,AL,AL01,South,B,1,Managed Medicaid,Government,150,8,2,8,2884.73,0.25,0.639
2024-08,000000014,Lindsay,Baker,Psychiatry,AL,AL01,South,B,1,Managed Medicaid,Government,200,6,2,12,4723.16,0.333,0.685
2024-08,000000015,John,Watson,Psychiatry,AL,AL01,South,C,0,Commercial,Commercial,100,0,0,0,0.0,0.0,0.572
2024-08,000000016,Cindy,Silva,Neurology,AL,AL01,South,B,1,Medicaid,Government,200,8,3,8,3725.56,0.375,0.685
2024-08,000000017,Lisa,Nelson,Internal Medicine,AL,AL01,South,A,1,Medicaid,Government,100,12,5,24,8361.29,0.417,0.515
2024-08,000000018,Maria,Sanchez,Internal Medicine,AL,AL01,South,C,0,Commercial,Commercial,150,3,1,3,1150.76,0.333,0.592
2024-08,000000019,Sharon,Graham,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,200,6,3,12,3918.46,0.5,0.598
2024-08,000000020,Nathaniel,Pittman,Psychiatry,AL,AL01,South,C,0,Medicaid,Government,150,0,0,0,0.0,0.0,0.76
2024-08,000000021,Jessica,Phillips,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,100,0,0,0,0.0,0.0,0.569
2024-08,000000022,Kayla,Brown,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,100,0,0,0,0.0,0.0,0.809
2024-08,000000023,Tara,Stone,Neurology,AL,AL01,South,B,1,Commercial,Commercial,200,11,5,22,8344.4,0.455,0.76
2024-08,000000024,Debra,Alexander,Psychiatry,AL,AL01,South,B,1,Managed Medicaid,Government,200,8,3,16,3823.1,0.375,0.552
2024-08,000000025,Alyssa,Williams,Neurology,AL,AL01,South,B,1,Medicare,Government,150,9,4,18,4346.3,0.444,0.762
2024-08,000000026,Brian,Boyer,Internal Medicine,AL,AL01,South,A,1,Managed Medicaid,Government,150,7,2,7,1843.86,0.286,0.731
2024-08,000000027,Kara,Martinez,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,100,7,1,7,2124.92,0.143,0.772
2024-08,000000028,Victor,Mckenzie,Psychiatry,AL,AL01,South,A,1,Managed Medicaid,Government,100,8,4,16,5171.48,0.5,0.594
2024-08,000000029,John,Nicholson,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,150,13,6,26,11616.91,0.462,0.53
2024-08,010000000,Michael,MD,Neurology,AK,AK01,West,A,1,Managed Medicaid,Government,150,7,2,14,5744.66,0.286,0.562
2024-08,010000001,Heather,King,Psychiatry,AK,AK01,West,C,0,Managed Medicaid,Government,150,7,2,7,2924.13,0.286,0.527
2024-08,010000002,Laura,Elliott,Internal Medicine,AK,AK01,West,C,0,Medicare,Government,100,6,2,6,1862.32,0.333,0.749
2024-08,010000003,Kimberly,Mcbride,Neurology,AK,AK01,West,B,1,Medicaid,Government,200,9,4,9,2928.69,0.444,0.602
2024-08,010000004,Tracey,Edwards,Psychiatry,AK,AK01,West,A,1,Medicaid,Government,200,10,4,10,4602.54,0.4,0.586
2024-08,010000005,John,Horn,Internal Medicine,AK,AK01,West,A,1,Managed Medicaid,Government,150,11,4,22,10369.22,0.364,0.637
2024-08,010000006,Gerald,Jackson,Internal Medicine,AK,AK01,West,B,1,Medicare,Government,200,12,3,24,6289.61,0.25,0.734
2024-08,010000007,Anthony,Wright,Internal Medicine,AK,AK01,West,C,0,Medicaid,Government,150,0,0,0,0.0,0.0,0.705
