month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2025-10,000000000,Shannon,Wiggins,Internal Medicine,AL,AL01,South,C,0,Commercial,Commercial,100,6,2,6,2406.45,0.333,0.758
2025-10,000000001,Michelle,Walters,Neurology,AL,AL01,South,C,0,Commercial,Commercial,200,8,3,16,4458.21,0.375,0.66
2025-10,000000002,Chad,Jones,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,200,11,4,11,2492.89,0.364,0.812
2025-10,000000003,Jonathan,Simpson,Neurology,AL,AL01,South,B,1,Commercial,Commercial,100,28,14,56,20123.85,0.5,0.75
2025-10,000000004,Nicole,Rodriguez,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,200,7,3,14,3228.26,0.429,0.832
2025-10,000000005,Beth,Smith,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,100,27,12,54,20987.45,0.444,0.714
2025-10,000000006,Erika,Richardson,Neurology,AL,AL01,South,B,1,Medicare,Government,100,26,7,52,17804.3,0.269,0.689
2025-10,000000007,Kristy,Keller,Psychiatry,AL,AL01,South,C,0,Medicare,Government,200,11,3,11,5236.04,0.273,0.764
2025-10,000000008,Valerie,Diaz,Neurology,AL,AL01,South,A,1,Commercial,Commercial,150,27,13,27,8253.28,0.481,0.516
2025-10,000000009,Jenna,Lyons,Psychiatry,AL,AL01,South,B,1,Medicare,Government,100,19,7,38,14013.82,0.368,0.845
2025-10,000000010,Crystal,Bridges,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,100,15,5,15,6198.38,0.333,0.82
2025-10,000000011,Kimberly,Kelly,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,150,9,2,9,2093.06,0.222,0.76
2025-10,000000012,Tara,DDS,Psychiatry,AL,AL01,South,A,1,Commercial,Commercial,150,28,13,56,17277.87,0.464,0.806
