month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2024-05,000000000,Rebecca,Drake,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,100,0,0,0,0.0,0.0,0.528
2024-05,000000001,Jeffery,Davis,Neurology,AL,AL01,South,C,0,Medicaid,Government,100,5,1,10,4035.12,0.2,0.693
2024-05,000000002,Linda,Atkinson,Psychiatry,AL,AL01,South,B,1,Medicare,Government,150,21,11,42,11656.46,0.524,0.525
2024-05,000000003,Tonya,Mathews,Neurology,AL,AL01,South,C,0,Medicare,Government,100,0,0,0,0.0,0.0,0.564
2024-05,000000004,Meghan,Wiggins,Internal Medicine,AL,AL01,South,A,1,Medicaid,Government,100,26,10,26,7037.54,0.385,0.66
2024-05,000000005,Allen,Lewis,Psychiatry,AL,AL01,South,B,1,Managed Medicaid,Government,100,21,11,21,4722.19,0.524,0.581
2024-05,000000006,James,Thompson,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,200,3,1,6,2539.03,0.333,0.689
2024-05,000000007,Bryan,Bell,Psychiatry,AL,AL01,South,A,1,Medicare,Government,200,21,7,21,7727.18,0.333,0.598
2024-05,000000008,Amanda,Turner,Neurology,AL,AL01,South,A,1,Medicaid,Government,200,22,7,22,8538.74,0.318,0.84
2024-05,000000009,Craig,Durham,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,150,10,2,20,5379.28,0.2,0.513
2024-05,000000010,Shawn,Middleton,Psychiatry,AL,AL01,South,B,1,Commercial,Commercial,100,21,11,21,7549.63,0.524,0.777
2024-05,000000011,Monica,Lewis,Internal Medicine,AL,AL01,South,A,1,Medicaid,Government,100,26,8,52,17147.12,0.308,0.618
2024-05,000000012,Joseph,Lin,Internal Medicine,AL,AL01,South,B,1,Medicaid,Government,100,15,4,15,3820.56,0.267,0.848
2024-05,000000013,Katherine,Williams,Neurology,AL,AL01,South,A,1,Commercial,Commercial,100,17,5,17,4334.23,0.294,0.64
2024-05,000000014,Jason,Jacobs,Psychiatry,AL,AL01,South,A,1,Medicaid,Government,100,18,5,18,4062.8,0.278,0.569
2024-05,000000015,Elaine,French,Internal Medicine,AL,AL01,South,B,1,Managed Medicaid,Government,100,24,12,24,9462.84,0.5,0.65
2024-05,000000016,Katie,Johnson,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,150,14,5,28,7193.72,0.357,0.667
2024-05,000000017,Joann,Odom,Neurology,AL,AL01,South,B,1,Medicare,Government,100,22,7,22,5832.77,0.318,0.725
2024-05,000000018,Michael,Knight,Psychiatry,AL,AL01,South,A,1,Commercial,Commercial,100,18,9,18,7398.47,0.5,0.695
2024-05,000000019,Lisa,Holt,Internal Medicine,AL,AL01,South,B,1,Medicaid,Government,100,29,7,29,8014.56,0.241,0.751
2024-05,000000020,Anthony,Pugh,Psychiatry,AL,AL01,South,A,1,Medicaid,Government,200,18,7,36,12211.12,0.389,0.831
2024-05,000000021,Christina,Sanders,Neurology,AL,AL01,South,C,0,Commercial,Commercial,100,0,0,0,0.0,0.0,0.835
2024-05,000000022,Cindy,Carr,Neurology,AL,AL01,South,A,1,Medicare,Government,100,23,12,46,10819.54,0.522,0.785
2024-05,000000023,Robert,Weaver,Neurology,AL,AL01,South,B,1,Medicare,Government,200,22,10,44,18027.17,0.455,0.835
2024-05,000000024,Gary,Holmes,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,150,7,3,14,4586.67,0.429,0.718
2024-05,000000025,Austin,Castillo,Neurology,AL,AL01,South,A,1,Medicare,Government,100,26,8,52,16303.97,0.308,0.69
2024-05,000000026,Lauren,Rose,Neurology,AL,AL01,South,B,1,Medicaid,Government,200,11,4,22,8437.44,0.364,0.619
2024-05,000000027,Edward,Nguyen,Psychiatry,AL,AL01,South,A,1,Medicaid,Government,150,15,5,15,6430.39,0.333,0.705
2024-05,000000028,Lindsey,Lee,Neurology,AL,AL01,South,B,1,Managed Medicaid,Government,150,19,5,38,15400.6,0.263,0.82
2024-05,000000029,Samantha,Williams,Neurology,AL,AL01,South,C,0,Medicaid,Government,100,7,2,14,3986.74,0.286,0.566
