month_year,npi_num,first_name,last_name,specialty,state,territory_code,region,hcp_segment,is_target,channel_name,payer_group,strength_mg,trx,nrx,units,net_product_sales,conversion_rate,payer_reimb_rate
2023-09,000000000,Michael,Walls,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,150,0,0,0,0.0,0.0,0.691
2023-09,000000001,Rebecca,Chavez,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,200,15,4,15,7187.5,0.267,0.534
2023-09,000000002,Michelle,Steele,Neurology,AL,AL01,South,C,0,Medicaid,Government,200,18,6,18,7449.73,0.333,0.545
2023-09,000000003,Wendy,Orozco,Psychiatry,AL,AL01,South,B,1,Managed Medicaid,Government,100,18,4,18,8361.5,0.222,0.502
2023-09,000000004,Sandra,Moore,Psychiatry,AL,AL01,South,C,0,Managed Medicaid,Government,100,7,1,14,5637.98,0.143,0.55
2023-09,000000005,Jason,Brown,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,150,19,8,19,9007.23,0.421,0.84
2023-09,000000006,Theresa,Bartlett,Psychiatry,AL,AL01,South,C,0,Medicaid,Government,100,17,4,34,12082.66,0.235,0.539
2023-09,000000007,Mary,Jackson,Psychiatry,AL,AL01,South,A,1,Medicaid,Government,100,26,6,52,24806.58,0.231,0.695
2023-09,000000008,Alicia,Arnold,Neurology,AL,AL01,South,C,0,Medicare,Government,150,16,4,16,3949.03,0.25,0.69
2023-09,000000009,Darrell,Martin,Neurology,AL,AL01,South,B,1,Managed Medicaid,Government,100,21,10,42,13044.04,0.476,0.725
2023-09,000000010,Harry,Herrera,Neurology,AL,AL01,South,A,1,Commercial,Commercial,100,14,5,28,12708.89,0.357,0.647
2023-09,000000011,Teresa,Green,Neurology,AL,AL01,South,A,1,Medicaid,Government,100,29,15,58,23616.38,0.517,0.813
2023-09,000000012,Spencer,Cooper,Neurology,AL,AL01,South,C,0,Managed Medicaid,Government,150,7,3,14,3727.57,0.429,0.507
2023-09,000000013,Nathan,Young,Psychiatry,AL,AL01,South,A,1,Managed Medicaid,Government,150,12,3,12,5251.93,0.25,0.691
2023-09,000000014,Douglas,Burns,Psychiatry,AL,AL01,South,C,0,Commercial,Commercial,200,4,1,8,2477.29,0.25,0.781
2023-09,000000015,Sean,Wells,Internal Medicine,AL,AL01,South,A,1,Medicare,Government,100,20,10,20,5077.76,0.5,0.803
2023-09,000000016,Ariel,Stanton,Neurology,AL,AL01,South,B,1,Managed Medicaid,Government,200,21,5,21,4740.54,0.238,0.707
2023-09,000000017,Brent,Patton,Internal Medicine,AL,AL01,South,C,0,Commercial,Commercial,150,3,0,6,2818.61,0.0,0.842
2023-09,000000018,Melissa,Wright,Psychiatry,AL,AL01,South,B,1,Commercial,Commercial,200,16,8,16,6185.58,0.5,0.576
2023-09,000000019,Katie,Chandler,Internal Medicine,AL,AL01,South,B,1,Medicaid,Government,100,12,4,24,9518.89,0.333,0.739
2023-09,000000020,Ashley,Thompson,Neurology,AL,AL01,South,C,0,Commercial,Commercial,100,0,0,0,0.0,0.0,0.578
2023-09,000000021,Mark,Anderson,Internal Medicine,AL,AL01,South,C,0,Medicaid,Government,150,7,3,7,3241.03,0.429,0.561
2023-09,000000022,Julie,Ford,Neurology,AL,AL01,South,C,0,Medicare,Government,200,9,4,9,3418.96,0.444,0.73
2023-09,000000023,Joshua,Barnett,Internal Medicine,AL,AL01,South,A,1,Managed Medicaid,Government,150,16,4,32,8142.54,0.25,0.507
2023-09,000000024,Robert,Parker,Internal Medicine,AL,AL01,South,C,0,Managed Medicaid,Government,150,16,4,16,5226.04,0.25,0.596
2023-09,000000025,Sharon,Park,Neurology,AL,AL01,South,C,0,Medicare,Government,100,5,2,10,2624.4,0.4,0.625
2023-09,000000026,Justin,Shepherd,Neurology,AL,AL01,South,A,1,Commercial,Commercial,100,21,6,21,5002.73,0.286,0.638
2023-09,000000027,Jose,Stevenson,Internal Medicine,AL,AL01,South,B,1,Commercial,Commercial,150,21,10,21,7148.43,0.476,0.672
2023-09,000000028,Benjamin,Williams,Psychiatry,AL,AL01,South,A,1,Medicare,Government,100,11,4,22,7087.94,0.364,0.647
2023-09,000000029,William,Owens,Internal Medicine,AL,AL01,South,C,0,Medicare,Government,200,13,3,26,11864.56,0.231,0.78
2023-09,010000000,Danielle,Nunez,Psychiatry,AK,AK01,West,A,1,Medicaid,Government,150,26,9,26,7520.03,0.346,0.677
2023-09,010000001,Michael,Shields,Neurology,AK,AK01,West,A,1,Commercial,Commercial,150,31,9,31,10432.32,0.29,0.837
2023-09,010000002,Regina,Bishop,Internal Medicine,AK,AK01,West,A,1,Managed Medicaid,Government,100,30,10,30,6888.15,0.333,0.789
2023-09,010000003,Bridget,Leon,Internal Medicine,AK,AK01,West,C,0,Medicare,Government,150,10,2,10,4356.16,0.2,0.763
2023-09,010000004,Kevin,Bryan,Neurology,AK,AK01,West,C,0,Managed Medicaid,Government,100,11,6,11,4756.53,0.545,0.561
2023-09,010000005,Ricky,Herrera,Neurology,AK,AK01,West,A,1,Medicare,Government,200,15,3,30,11996.75,0.2,0.815
2023-09,010000006,Victoria,Smith,Psychiatry,AK,AK01,West,C,0,Medicare,Government,100,5,1,5,1877.69,0.2,0.771
2023-09,010000007,Gary,Cannon,Psychiatry,AK,AK01,West,A,1,Medicaid,Government,150,21,7,21,10048.03,0.333,0.653
2023-09,010000008,Mary,Rosario,Neurology,AK,AK01,West,A,1,Managed Medicaid,Government,200,19,9,38,14736.42,0.474,0.522
2023-09,010000009,Vincent,Franklin,Psychiatry,AK,AK01,West,C,0,Managed Medicaid,Government,200,15,6,15,6953.08,0.4,0.724
2023-09,010000010,Brittany,Mcintyre,Neurology,AK,AK01,West,B,1,Commercial,Commercial,150,23,11,46,17948.97,0.478,0.844
2023-09,010000011,Sharon,Anderson,Psychiatry,AK,AK01,West,B,1,Commercial,Commercial,100,17,4,34,15015.87,0.235,0.619
2023-09,010000012,Matthew,Smith,Internal Medicine,AK,AK01,West,C,0,Medicaid,Government,150,15,8,15,7087.67,0.533,0.784
2023-09,010000013,Christine,Clayton,Psychiatry,AK,AK01,West,A,1,Managed Medicaid,Government,200,23,10,46,12252.58,0.435,0.662
2023-09,010000014,Michael,Young,Internal Medicine,AK,AK01,West,C,0,Commercial,Commercial,100,13,6,26,11426.18,0.462,0.808
2023-09,010000015,Jeremy,Cox,Internal Medicine,AK,AK01,West,B,1,Managed Medicaid,Government,150,15,6,15,4328.24,0.4,0.578
2023-09,010000016,Donna,PhD,Internal Medicine,AK,AK01,West,C,0,Medicaid,Government,150,9,4,9,4277.55,0.444,0.61
2023-09,010000017,Matthew,Thompson,Neurology,AK,AK01,West,A,1,Managed Medicaid,Government,200,17,6,17,4003.28,0.353,0.554
2023-09,010000018,Andrew,Smith,Psychiatry,AK,AK01,West,C,0,Medicaid,Government,200,8,2,8,3560.52,0.25,0.638
2023-09,010000019,Gerald,Osborne,Psychiatry,AK,AK01,West,B,1,Medicaid,Government,100,26,12,52,15379.82,0.462,0.798
2023-09,010000020,Tammy,Boyd,Psychiatry,AK,AK01,West,A,1,Medicaid,Government,100,15,7,15,3586.69,0.467,0.697
2023-09,010000021,Alexis,Lee,Psychiatry,AK,AK01,West,B,1,Commercial,Commercial,200,22,7,22,5690.96,0.318,0.685
2023-09,010000022,Christopher,Robinson,Neurology,AK,AK01,West,A,1,Managed Medicaid,Government,100,15,6,30,13828.03,0.4,0.826
2023-09,010000023,Rebekah,Monroe,Psychiatry,AK,AK01,West,A,1,Medicaid,Government,200,28,13,28,12819.27,0.464,0.578
2023-09,010000024,Frank,Salas,Psychiatry,AK,AK01,West,A,1,Medicaid,Government,100,22,11,22,7944.83,0.5,0.613
2023-09,010000025,Kristin,Johnson,Psychiatry,AK,AK01,West,A,1,Medicare,Government,100,17,9,17,5460.23,0.529,0.548
2023-09,010000026,William,Fuller,Internal Medicine,AK,AK01,West,A,1,Managed Medicaid,Government,150,18,8,36,8329.56,0.444,0.64
2023-09,010000027,John,Rogers,Neurology,AK,AK01,West,C,0,Medicaid,Government,150,4,1,8,3196.87,0.25,0.713
2023-09,010000028,Jennifer,Dawson,Neurology,AK,AK01,West,A,1,Commercial,Commercial,200,31,12,31,10556.64,0.387,0.705
2023-09,010000029,Natasha,Davis,Neurology,AK,AK01,West,C,0,Commercial,Commercial,150,6,1,12,2786.2,0.167,0.839
2023-09,020000000,Kevin,Brown,Psychiatry,AZ,AZ01,West,A,1,Medicaid,Government,150,27,11,27,9149.5,0.407,0.558
2023-09,020000001,Steve,Griffin,Neurology,AZ,AZ01,West,C,0,Managed Medicaid,Government,100,7,3,14,3858.45,0.429,0.684
2023-09,020000002,Zachary,Melendez,Neurology,AZ,AZ01,West,B,1,Medicare,Government,150,15,4,15,5031.01,0.267,0.518
2023-09,020000003,Jared,Johnson,Neurology,AZ,AZ01,West,A,1,Managed Medicaid,Government,200,18,7,36,14971.88,0.389,0.513
